age,turnover,travel,department,distance,education,career,employee,id,satisfaction_environment,sex,implicatio,job_level,job,satisfation_job,civil_Status,monthly_salary,num_previous_companies,Older,Extra hours,salary_increase,assessment,satisfaction_colleagues,fortnight_hours,action_level,years_experience,num_formations_last_year,conciliation,years_company,years_in_position,years_since_last_promotion,years_with_current_manager
29,No,Travel_Rarely,Research & Development,7,University,Life Sciences,1,1260,High,3,High,2,Healthcare Representative,High,Divorced,6623,1,Y,Yes,11,High,Medium,80,2,6,2,#N/D,6,NA,1,0
48,No,Travel_Rarely,Research & Development,1,Secondary,Life Sciences,1,1263,Very_High,2,Medium,5,Research Director,Medium,Single,18265,6,Y,No,12,High,High,80,0,25,3,Medium,1,NA,0,0
29,No,Travel_Rarely,Research & Development,1,#N/D,Life Sciences,1,1264,Very_High,NA,Medium,4,Research Director,Medium,Divorced,16124,3,Y,No,14,High,Medium,80,2,9,2,#N/D,7,NA,1,7
34,No,Travel_Rarely,Research & Development,20,Master,Technical Degree,1,1265,High,4,Very_High,1,Research Scientist,Very_High,Married,2585,0,Y,No,17,High,Very_High,80,0,2,5,Very_High,1,NA,0,0
44,No,Travel_Rarely,Sales,5,University,Marketing,1,1267,Medium,NA,High,5,Manager,High,Married,18213,7,Y,No,11,High,High,80,1,26,5,#N/D,22,NA,3,10
33,No,Travel_Rarely,Sales,10,Master,Marketing,1,1268,Very_High,4,Very_High,3,Sales Executive,Very_High,Divorced,8380,0,Y,Yes,14,High,Very_High,80,2,10,3,Very_High,9,NA,0,8
19,No,Travel_Rarely,Research & Development,25,#N/D,Life Sciences,1,1269,Medium,4,Very_High,1,Research Scientist,Very_High,Single,2994,1,Y,Yes,12,High,Very_High,80,0,1,2,Very_High,1,NA,0,1
23,No,Travel_Rarely,Research & Development,1,University,Life Sciences,1,1270,Very_High,3,High,1,Research Scientist,High,Married,1223,1,Y,No,22,Very_High,Very_High,80,1,1,2,#N/D,1,3,0,1
25,Yes,Travel_Frequently,Sales,24,Primaria,Life Sciences,1,1273,High,1,Low,1,Sales Representative,Low,Single,1118,1,Y,Yes,14,High,Very_High,80,0,1,4,Low,1,NA,1,0
26,No,Travel_Rarely,Research & Development,4,University,Life Sciences,1,1275,High,3,High,1,Research Scientist,High,Single,2875,1,Y,Yes,20,Very_High,Medium,80,0,8,2,#N/D,8,NA,2,2
45,Yes,Travel_Rarely,Sales,2,Primaria,Marketing,1,1277,Low,1,Low,5,Manager,Low,Single,18824,2,Y,Yes,16,High,Low,80,0,26,2,#N/D,24,NA,1,11
55,No,Non-Travel,Research & Development,8,Secondary,Medical,1,1278,Very_High,2,Medium,4,Healthcare Representative,Medium,Divorced,13577,1,Y,Yes,15,High,Very_High,80,1,34,3,#N/D,33,NA,15,0
21,Yes,Travel_Frequently,Research & Development,10,Secondary,Life Sciences,1,1279,Low,2,Medium,1,Laboratory Technician,#N/D,Single,2625,1,Y,No,20,Very_High,High,80,0,2,2,#N/D,2,2,2,2
46,No,Travel_Rarely,Sales,4,Secondary,Marketing,1,1280,Very_High,2,Medium,5,Manager,Medium,Married,18789,2,Y,No,14,High,High,80,1,26,2,#N/D,11,NA,0,8
34,No,Travel_Rarely,Sales,2,University,Marketing,1,1281,High,3,High,2,Sales Executive,High,Single,4538,0,Y,Yes,12,High,Very_High,80,0,4,3,#N/D,3,NA,0,2
51,No,Travel_Frequently,Sales,9,#N/D,Life Sciences,1,1282,Very_High,3,High,5,Manager,High,Divorced,19847,4,Y,Yes,24,Very_High,Low,80,1,31,5,#N/D,29,NA,11,10
59,No,Travel_Rarely,Research & Development,18,#N/D,Medical,1,1283,Very_High,NA,#N/D,3,Manufacturing Director,#N/D,Single,10512,6,Y,No,12,High,Very_High,80,0,25,6,#N/D,9,NA,5,4
34,No,Travel_Frequently,Research & Development,19,University,Medical,1,1285,High,3,High,2,Laboratory Technician,High,Divorced,4444,4,Y,No,13,High,High,80,2,15,2,High,11,NA,5,10
28,No,Travel_Frequently,Research & Development,1,University,Medical,1,1286,Very_High,3,High,1,Laboratory Technician,High,Single,2154,0,Y,Yes,11,High,High,80,0,5,2,#N/D,4,NA,0,2
44,No,Travel_Rarely,Research & Development,4,Master,Life Sciences,1,1288,High,4,Very_High,5,Manager,Very_High,Divorced,19190,1,Y,No,14,High,Very_High,80,2,26,4,#N/D,25,NA,14,13
34,No,Travel_Frequently,Human Resources,11,Secondary,Life Sciences,1,1289,High,2,Medium,2,Human Resources,Medium,Married,4490,4,Y,No,11,High,Very_High,80,2,14,5,#N/D,10,NA,1,8
35,No,Travel_Rarely,Research & Development,6,University,Life Sciences,1,1291,High,3,High,1,Research Scientist,High,Married,3506,0,Y,Yes,14,High,Very_High,80,0,4,3,#N/D,3,3,2,2
42,No,Travel_Rarely,Research & Development,7,#N/D,Medical,1,1292,Medium,4,Very_High,2,Research Scientist,Very_High,Married,2372,6,Y,Yes,16,High,Very_High,80,0,18,2,Very_High,1,NA,0,0
43,No,Travel_Rarely,Sales,4,Secondary,Marketing,1,1293,Very_High,2,Medium,3,Sales Executive,Medium,Single,10231,3,Y,No,14,High,Very_High,80,0,23,3,#N/D,21,NA,15,17
36,No,Travel_Rarely,Research & Development,2,#N/D,Life Sciences,1,1294,High,3,High,2,Manufacturing Director,High,Single,5410,9,Y,Yes,11,High,Very_High,80,0,18,2,High,16,NA,5,12
44,Yes,Travel_Rarely,Research & Development,15,University,Medical,1,1295,Low,3,High,3,Healthcare Representative,High,Married,7978,1,Y,No,11,High,Very_High,80,1,10,2,High,10,NA,0,5
28,No,Travel_Frequently,Research & Development,2,Secondary,Life Sciences,1,1296,Very_High,NA,Medium,1,Laboratory Technician,Medium,Married,3867,1,Y,Yes,12,High,Medium,80,1,2,2,#N/D,2,NA,2,2
51,No,Travel_Frequently,Research & Development,6,Secondary,Medical,1,1297,Medium,2,Medium,1,Laboratory Technician,Medium,Single,2838,0,Y,No,14,High,Medium,80,0,8,6,Medium,7,NA,7,7
30,No,Non-Travel,Research & Development,9,University,Medical,1,1298,High,3,High,2,Manufacturing Director,High,Single,4695,7,Y,Yes,18,High,High,80,0,10,3,#N/D,8,NA,1,7
29,Yes,Travel_Rarely,Research & Development,7,University,Technical Degree,1,1299,Medium,3,High,1,Laboratory Technician,High,Divorced,3339,3,Y,Yes,13,High,Low,80,2,10,2,#N/D,7,NA,7,7
28,No,Travel_Rarely,Research & Development,1,University,Technical Degree,1,1301,Very_High,3,High,1,Research Scientist,High,Single,2080,2,Y,No,11,High,Medium,80,0,5,2,#N/D,3,NA,1,2
25,No,Travel_Rarely,Research & Development,1,University,Medical,1,1303,Very_High,3,High,1,Research Scientist,High,Single,2096,1,Y,No,18,High,Very_High,80,0,2,3,#N/D,2,NA,2,1
32,No,Travel_Rarely,Sales,8,#N/D,Medical,1,1304,High,4,Very_High,2,Sales Executive,Very_High,Married,6209,1,Y,No,15,High,High,80,2,10,4,#N/D,10,NA,0,8
45,No,Travel_Frequently,Research & Development,25,University,Medical,1,1306,Medium,3,High,5,Manager,High,Single,18061,3,Y,No,22,Very_High,High,80,0,22,4,#N/D,0,NA,0,0
39,No,Travel_Rarely,Research & Development,13,Secondary,Medical,1,1307,High,2,Medium,4,Manager,Medium,Divorced,17123,6,Y,Yes,13,High,Very_High,80,2,21,4,Medium,19,NA,15,2
58,No,Travel_Rarely,Research & Development,23,University,Life Sciences,1,1308,Low,3,High,1,Research Scientist,High,Divorced,2372,1,Y,No,12,High,Very_High,80,2,2,3,#N/D,2,NA,2,2
32,Yes,Travel_Rarely,Research & Development,7,University,Life Sciences,1,1309,Very_High,3,High,2,Laboratory Technician,High,Married,4883,1,Y,No,18,High,Low,80,1,10,3,#N/D,10,NA,1,1
39,Yes,Travel_Rarely,Research & Development,23,University,Medical,1,1310,High,NA,High,1,Research Scientist,High,Single,3904,0,Y,No,13,High,Low,80,0,6,2,High,5,NA,0,3
30,No,Travel_Rarely,Research & Development,6,Secondary,Technical Degree,1,1311,Low,2,Medium,2,Laboratory Technician,Medium,Married,4627,0,Y,No,12,High,Low,80,1,10,6,Medium,9,NA,6,7
36,No,Travel_Rarely,Research & Development,10,University,Technical Degree,1,1312,Very_High,3,High,3,Healthcare Representative,High,Married,7094,3,Y,No,12,High,Low,80,0,10,0,#N/D,7,NA,1,7
46,No,Travel_Rarely,Human Resources,1,University,Life Sciences,1,1314,Very_High,3,High,1,Human Resources,High,Single,3423,6,Y,No,12,High,High,80,0,10,3,#N/D,7,NA,5,7
28,No,Non-Travel,Research & Development,1,Primaria,Life Sciences,1,1315,High,1,Low,2,Laboratory Technician,Low,Married,6674,0,Y,No,11,High,Low,80,3,10,6,#N/D,9,NA,7,5
50,No,Travel_Rarely,Research & Development,28,University,Life Sciences,1,1317,Very_High,3,High,4,Research Director,High,Married,16880,4,Y,Yes,11,High,Medium,80,0,25,2,#N/D,3,NA,1,2
40,Yes,Travel_Rarely,Sales,25,Secondary,Marketing,1,1318,Very_High,2,Medium,3,Sales Executive,Medium,Single,9094,2,Y,Yes,12,High,High,80,0,9,2,#N/D,5,NA,1,0
52,Yes,Travel_Rarely,Sales,5,University,Life Sciences,1,1319,Medium,3,High,3,Sales Executive,High,Single,8446,9,Y,Yes,19,High,High,80,0,10,2,#N/D,8,3,7,7
30,No,Travel_Rarely,Research & Development,17,University,Medical,1,1321,Medium,3,High,3,Manager,High,Married,11916,1,Y,Yes,23,Very_High,Very_High,80,2,9,2,High,9,NA,0,8
39,No,Travel_Rarely,Research & Development,18,University,Life Sciences,1,1322,Low,3,High,2,Manufacturing Director,High,Single,4534,0,Y,No,11,High,Low,80,0,9,6,#N/D,8,NA,1,7
31,No,Non-Travel,Sales,2,University,Life Sciences,1,1324,Very_High,3,High,3,Sales Executive,High,Divorced,9852,1,Y,Yes,19,High,Low,80,1,10,5,#N/D,10,NA,9,6
41,No,Non-Travel,Sales,10,Primaria,Medical,1,1329,High,NA,Low,2,Sales Executive,Low,Single,6151,1,Y,No,13,High,Low,80,0,19,4,Low,19,NA,11,9
31,Yes,Travel_Frequently,Sales,1,University,Life Sciences,1,1331,Very_High,3,High,1,Sales Representative,High,Single,2302,1,Y,Yes,11,High,Low,80,0,3,2,#N/D,3,NA,2,2
44,Yes,Travel_Rarely,Research & Development,3,University,Life Sciences,1,1333,Low,3,High,1,Laboratory Technician,High,Married,2362,4,Y,No,12,High,High,80,0,10,4,#N/D,3,NA,1,2
42,No,Non-Travel,Research & Development,2,University,Life Sciences,1,1334,High,3,High,4,Manager,High,Married,17861,0,Y,Yes,13,High,Very_High,80,0,21,3,#N/D,20,3,2,10
55,No,Travel_Rarely,Research & Development,2,Primaria,Medical,1,1336,Very_High,1,Low,5,Manager,Low,Married,19187,4,Y,No,14,High,Very_High,80,1,23,5,Low,19,NA,9,11
56,No,Travel_Rarely,Human Resources,8,University,Life Sciences,1,1338,Very_High,3,High,5,Manager,High,Single,19717,6,Y,No,14,High,Low,80,0,36,4,#N/D,7,NA,7,7
40,No,Non-Travel,Research & Development,16,University,Life Sciences,1,1340,High,3,High,1,Research Scientist,High,Divorced,3544,9,Y,No,16,High,Medium,80,1,6,0,#N/D,4,NA,0,0
34,No,Travel_Rarely,Research & Development,9,University,Life Sciences,1,1344,Very_High,3,High,3,Healthcare Representative,High,Divorced,8500,0,Y,No,11,High,Very_High,80,1,10,0,High,9,3,1,6
40,No,Travel_Rarely,Research & Development,2,University,Life Sciences,1,1346,High,3,High,2,Research Scientist,High,Single,4661,1,Y,No,13,High,High,80,0,9,4,High,9,NA,8,8
41,No,Travel_Frequently,Sales,1,University,Marketing,1,1349,High,3,High,2,Sales Executive,High,Divorced,4103,0,Y,No,17,High,Very_High,80,1,10,2,High,9,3,1,7
35,No,Travel_Frequently,Research & Development,4,#N/D,Life Sciences,1,1350,High,3,High,2,Research Scientist,#N/D,Single,4249,1,Y,Yes,11,High,Medium,80,0,9,3,#N/D,9,3,1,1
51,No,Travel_Rarely,Human Resources,5,University,Life Sciences,1,1352,High,3,High,4,Manager,High,Divorced,14026,1,Y,Yes,11,High,Medium,80,1,33,2,#N/D,33,NA,0,10
38,No,Travel_Rarely,Sales,2,University,Life Sciences,1,1355,Medium,3,High,2,Sales Executive,High,Divorced,6893,3,Y,No,15,High,Very_High,80,1,11,3,High,7,3,1,7
34,No,Travel_Rarely,Sales,15,University,Medical,1,1356,High,NA,High,2,Sales Executive,High,Single,6125,1,Y,No,12,High,Very_High,80,0,10,6,#N/D,10,NA,9,6
25,No,Travel_Rarely,Research & Development,19,University,Medical,1,1358,Very_High,3,High,1,Laboratory Technician,High,Married,3669,3,Y,No,11,High,High,80,3,7,6,#N/D,3,NA,1,2
58,Yes,Travel_Rarely,Research & Development,7,Secondary,Medical,1,1360,High,2,Medium,3,Manufacturing Director,Medium,Married,10008,7,Y,Yes,14,High,Very_High,80,0,31,0,Medium,10,NA,5,9
40,No,Travel_Rarely,Research & Development,1,University,Life Sciences,1,1361,Medium,3,High,1,Laboratory Technician,High,Married,2387,3,Y,No,22,Very_High,High,80,1,7,3,High,4,NA,0,3
36,No,Travel_Frequently,Sales,7,Master,Marketing,1,1362,Low,4,Very_High,2,Sales Executive,Very_High,Married,4639,2,Y,No,16,High,Very_High,80,1,17,2,#N/D,15,NA,6,13
48,No,Travel_Rarely,Research & Development,4,University,Life Sciences,1,1363,Very_High,3,High,3,Manufacturing Director,High,Single,7898,1,Y,No,11,High,High,80,0,11,2,#N/D,10,NA,0,8
27,No,Travel_Rarely,Sales,11,#N/D,Medical,1,1364,High,4,Very_High,1,Sales Representative,Very_High,Married,2534,8,Y,No,14,High,Medium,80,1,5,4,#N/D,1,NA,0,0
51,No,Travel_Rarely,Research & Development,11,Secondary,Technical Degree,1,1367,Very_High,NA,Medium,4,Manufacturing Director,Medium,Single,13142,3,Y,No,16,High,Medium,80,0,29,1,Medium,5,NA,0,3
18,No,Non-Travel,Research & Development,1,University,Life Sciences,1,1368,Very_High,3,High,1,Laboratory Technician,High,Single,1611,1,Y,No,15,High,High,80,0,0,5,#N/D,0,NA,0,0
35,No,Travel_Rarely,Research & Development,1,Secondary,Medical,1,1369,Very_High,2,Medium,2,Laboratory Technician,Medium,Married,5363,0,Y,No,12,High,Medium,80,1,10,0,#N/D,9,NA,0,0
27,No,Travel_Frequently,Sales,2,Primaria,Life Sciences,1,1371,Very_High,1,Low,2,Sales Executive,Low,Single,5071,3,Y,No,20,Very_High,Medium,80,0,8,3,#N/D,6,NA,0,0
55,Yes,Travel_Rarely,Sales,13,Master,Marketing,1,1372,Low,4,Very_High,4,Sales Executive,Very_High,Single,13695,6,Y,Yes,17,High,High,80,0,24,2,Very_High,19,NA,3,8
56,No,Travel_Rarely,Research & Development,23,University,Life Sciences,1,1373,Very_High,3,High,4,Manufacturing Director,High,Married,13402,4,Y,Yes,12,High,Low,80,1,33,0,#N/D,19,NA,15,9
34,No,Non-Travel,Research & Development,26,Secondary,Technical Degree,1,1374,Low,2,Medium,1,Research Scientist,Medium,Divorced,2029,1,Y,No,20,Very_High,High,80,3,5,2,Medium,5,NA,0,0
40,No,Travel_Rarely,Research & Development,2,Master,Medical,1,1375,Medium,4,Very_High,2,Healthcare Representative,Very_High,Divorced,6377,5,Y,No,20,Very_High,Medium,80,3,15,0,Very_High,12,4,11,8
34,No,Travel_Rarely,Research & Development,29,University,Medical,1,1377,Medium,3,High,2,Laboratory Technician,High,Married,5429,4,Y,No,13,High,Low,80,2,10,1,#N/D,8,3,7,7
31,Yes,Travel_Frequently,Sales,2,Secondary,Life Sciences,1,1379,High,2,Medium,1,Sales Representative,Medium,Single,2785,7,Y,No,14,High,High,80,0,3,3,#N/D,1,NA,0,0
35,Yes,Travel_Frequently,Sales,18,University,Marketing,1,1380,Very_High,3,High,2,Sales Executive,High,Married,4614,0,Y,Yes,18,High,High,80,1,5,0,#N/D,4,NA,3,2
38,No,Travel_Frequently,Research & Development,7,Master,Life Sciences,1,1382,Very_High,4,Very_High,1,Research Scientist,Very_High,Divorced,2610,1,Y,No,11,High,Very_High,80,3,4,2,Very_High,4,NA,0,3
34,No,Travel_Rarely,Research & Development,2,University,Technical Degree,1,1383,High,NA,High,2,Healthcare Representative,High,Single,6687,1,Y,No,11,High,Very_High,80,0,14,2,High,14,NA,4,11
28,No,Travel_Rarely,Sales,26,Secondary,Life Sciences,1,1387,High,2,Medium,2,Sales Executive,Medium,Married,4724,1,Y,No,11,High,High,80,1,5,0,#N/D,5,NA,0,4
31,Yes,Travel_Rarely,Research & Development,22,#N/D,Medical,1,1389,Very_High,3,High,2,Manufacturing Director,High,Married,6179,1,Y,Yes,15,High,Very_High,80,2,10,3,#N/D,10,NA,6,7
39,No,Travel_Rarely,Sales,21,Secondary,Life Sciences,1,1390,Low,2,Medium,2,Sales Executive,Medium,Married,6120,3,Y,Yes,12,High,Very_High,80,2,8,2,Medium,5,NA,1,4
51,No,Travel_Frequently,Sales,2,University,Marketing,1,1391,Medium,3,High,3,Sales Executive,High,Married,10596,2,Y,No,11,High,Medium,80,0,14,5,#N/D,4,NA,3,2
41,No,Travel_Frequently,Research & Development,22,University,Life Sciences,1,1392,Very_High,3,High,2,Research Scientist,High,Divorced,5467,3,Y,Yes,14,High,Low,80,2,12,4,#N/D,6,NA,3,3
37,No,Travel_Rarely,Research & Development,4,University,Life Sciences,1,1394,High,3,High,1,Research Scientist,High,Married,2996,7,Y,Yes,15,High,Very_High,80,0,8,2,High,6,NA,1,3
33,No,Travel_Frequently,Sales,5,University,Life Sciences,1,1395,Medium,3,High,2,Sales Executive,High,Married,9998,6,Y,No,13,High,Low,80,0,8,2,#N/D,5,NA,1,2
32,No,Travel_Rarely,Sales,2,University,Marketing,1,1396,High,3,High,2,Sales Executive,High,Married,4078,0,Y,Yes,13,High,Low,80,3,4,3,#N/D,3,NA,1,2
39,No,Non-Travel,Research & Development,25,University,Life Sciences,1,1397,High,3,High,3,Healthcare Representative,High,Married,10920,3,Y,No,21,Very_High,Medium,80,1,13,2,#N/D,6,NA,0,5
25,No,Travel_Rarely,Sales,18,Master,Life Sciences,1,1399,Low,NA,Very_High,2,Sales Executive,Very_High,Married,6232,2,Y,No,11,High,Medium,80,0,6,3,#N/D,3,NA,1,2
52,No,Travel_Frequently,Research & Development,28,Master,Medical,1,1401,Very_High,4,Very_High,4,Manufacturing Director,Very_High,Married,13247,2,Y,Yes,11,High,Medium,80,1,24,3,#N/D,5,NA,0,2
43,No,Travel_Rarely,Research & Development,6,Secondary,Medical,1,1402,Low,NA,Medium,2,Research Scientist,Medium,Single,4081,1,Y,Yes,14,High,Low,80,0,20,3,#N/D,20,NA,1,8
27,No,Travel_Rarely,Sales,10,Secondary,Marketing,1,1403,Very_High,2,Medium,2,Sales Executive,Medium,Married,5769,1,Y,Yes,11,High,Very_High,80,0,6,3,#N/D,6,NA,4,4
27,Yes,Travel_Rarely,Research & Development,17,University,Life Sciences,1,1405,Very_High,3,High,1,Research Scientist,High,Single,2394,1,Y,Yes,13,High,Very_High,80,0,8,2,#N/D,8,NA,7,7
26,No,Travel_Rarely,Research & Development,2,Secondary,Medical,1,1407,Low,2,Medium,1,Research Scientist,Medium,Single,3904,0,Y,No,12,High,Very_High,80,0,5,2,#N/D,4,NA,1,1
42,No,Travel_Rarely,Human Resources,10,University,Human Resources,1,1408,High,3,High,4,Manager,High,Married,16799,0,Y,No,14,High,High,80,1,21,5,High,20,NA,0,9
52,No,Travel_Rarely,Research & Development,8,University,Other,1,1409,High,NA,High,1,Laboratory Technician,High,Married,2950,9,Y,No,13,High,High,80,0,12,2,#N/D,5,NA,0,4
37,No,Travel_Rarely,Research & Development,11,University,Medical,1,1411,Low,3,High,1,Laboratory Technician,High,Single,3629,4,Y,No,18,High,Low,80,0,8,6,#N/D,3,NA,0,2
35,No,Travel_Frequently,Research & Development,18,University,Life Sciences,1,1412,High,3,High,3,Manufacturing Director,High,Single,9362,2,Y,No,11,High,High,80,0,10,2,#N/D,2,NA,2,2
25,No,Travel_Rarely,Research & Development,1,University,Technical Degree,1,1415,Low,3,High,1,Laboratory Technician,High,Married,3229,4,Y,No,11,High,Medium,80,1,7,2,High,3,NA,0,2
26,No,Travel_Rarely,Research & Development,7,Master,Other,1,1417,High,NA,Very_High,1,Laboratory Technician,Very_High,Single,3578,0,Y,No,12,High,Very_High,80,0,8,2,Very_High,7,4,0,7
29,No,Travel_Rarely,Human Resources,17,Secondary,Other,1,1419,Medium,2,Medium,3,Human Resources,Medium,Single,7988,1,Y,No,13,High,Low,80,0,10,3,#N/D,10,NA,0,9
49,Yes,Travel_Frequently,Research & Development,28,Secondary,Life Sciences,1,1420,Low,2,Medium,2,Laboratory Technician,Medium,Single,4284,3,Y,No,20,Very_High,Low,80,0,20,2,#N/D,4,NA,1,3
29,Yes,Travel_Frequently,Research & Development,14,University,Other,1,1421,High,3,High,3,Healthcare Representative,High,Single,7553,0,Y,Yes,12,High,Low,80,0,9,1,High,8,NA,7,7
54,No,Travel_Rarely,Research & Development,1,University,Medical,1,1422,Very_High,3,High,4,Research Director,High,Single,17328,6,Y,No,19,High,Very_High,80,0,29,3,#N/D,20,NA,12,7
58,No,Travel_Rarely,Research & Development,1,University,Medical,1,1423,Very_High,3,High,5,Research Director,High,Married,19701,3,Y,Yes,21,Very_High,High,80,1,32,3,High,9,NA,1,5
55,No,Travel_Rarely,Research & Development,1,Master,Medical,1,1424,Medium,4,Very_High,4,Research Director,Very_High,Divorced,14732,2,Y,No,13,High,Very_High,80,2,31,4,Very_High,7,NA,0,0
36,No,Travel_Rarely,Sales,3,University,Marketing,1,1425,Low,NA,High,2,Sales Executive,High,Single,9278,3,Y,Yes,16,High,Very_High,80,0,15,3,#N/D,5,NA,0,1
31,Yes,Travel_Frequently,Sales,1,Primaria,Life Sciences,1,1427,Medium,1,Low,1,Sales Representative,Low,Single,1359,1,Y,No,12,High,Medium,80,0,1,3,#N/D,1,1,0,0
30,No,Travel_Rarely,Sales,7,University,Marketing,1,1428,Very_High,3,High,2,Sales Executive,High,Divorced,4779,7,Y,No,14,High,Medium,80,2,8,3,#N/D,3,NA,0,2
31,No,Travel_Rarely,Research & Development,8,University,Life Sciences,1,1430,Low,3,High,4,Research Director,High,Single,16422,3,Y,No,11,High,High,80,0,9,3,#N/D,3,NA,1,0
34,No,Travel_Frequently,Research & Development,1,#N/D,Other,1,1431,Very_High,3,High,1,Research Scientist,High,Divorced,2996,5,Y,No,14,High,High,80,2,10,2,High,4,NA,1,3
31,Yes,Travel_Rarely,Research & Development,8,Secondary,Life Sciences,1,1433,Low,2,Medium,1,Research Scientist,Medium,Single,1261,1,Y,No,12,High,High,80,0,1,3,Medium,1,NA,0,0
27,No,Travel_Rarely,Research & Development,11,University,Life Sciences,1,1434,Medium,3,High,1,Laboratory Technician,High,Married,2099,0,Y,No,14,High,Medium,80,0,6,3,#N/D,5,3,1,4
36,No,Travel_Rarely,Research & Development,4,Secondary,Life Sciences,1,1435,Low,2,Medium,2,Laboratory Technician,Medium,Single,5810,1,Y,No,16,High,High,80,0,10,2,#N/D,10,NA,1,8
36,No,Travel_Rarely,Sales,16,Secondary,Marketing,1,1436,High,2,Medium,2,Sales Executive,Medium,Married,5647,4,Y,No,13,High,Low,80,2,11,3,#N/D,3,NA,0,2
47,No,Travel_Rarely,Research & Development,1,University,Technical Degree,1,1438,Low,3,High,1,Research Scientist,High,Married,3420,7,Y,No,12,High,High,80,1,17,2,High,6,NA,1,2
25,Yes,Travel_Rarely,Sales,9,Secondary,Life Sciences,1,1439,Low,2,Medium,1,Sales Representative,Medium,Married,4400,3,Y,No,12,High,Low,80,0,6,2,Medium,3,NA,2,2
37,No,Non-Travel,Research & Development,5,Master,Technical Degree,1,1440,High,4,Very_High,1,Laboratory Technician,Very_High,Single,3500,0,Y,No,14,High,Low,80,0,7,2,Very_High,6,4,1,3
56,No,Travel_Rarely,Research & Development,1,University,Life Sciences,1,1441,Low,3,High,1,Research Scientist,High,Married,2066,2,Y,No,22,Very_High,Very_High,80,1,5,3,#N/D,3,NA,1,0
47,No,Travel_Rarely,Research & Development,2,University,Medical,1,1443,Low,3,High,4,Research Director,High,Married,17169,3,Y,No,19,High,Medium,80,2,26,2,High,20,NA,5,6
24,No,Travel_Rarely,Sales,4,University,Medical,1,1445,Very_High,3,High,2,Sales Executive,High,Married,4162,1,Y,Yes,12,High,High,80,2,5,3,#N/D,5,3,0,3
